frame,detections,avg_conf,small_boxes,medium_boxes,large_boxes,deepsort_tracks,bytetrack_tracks,frame_time_ms,fps,gpu_memory_mb
201,9,0.4100475311279297,9,0,0,9,9,52.27541923522949,19.129449646308704,165.9951171875
202,8,0.4045204520225525,8,0,0,12,8,50.35972595214844,19.857137446502293,165.9951171875
203,10,0.4144514203071594,10,0,0,11,10,57.13677406311035,17.501863141511127,165.9951171875
204,11,0.4256764352321625,11,0,0,13,11,60.00351905822754,16.66568920782126,165.9951171875
205,8,0.4219008684158325,8,0,0,13,8,52.46877670288086,19.05895396919162,165.9951171875
206,9,0.4144548177719116,9,0,0,10,9,56.95986747741699,17.556220621413352,165.9951171875
207,8,0.4249744713306427,8,0,0,11,8,50.31323432922363,19.8754863075691,165.9951171875
208,8,0.43807077407836914,8,0,0,11,8,51.05233192443848,19.58774383665921,165.9951171875
209,9,0.43376588821411133,9,0,0,10,9,54.082393646240234,18.490305857043353,165.9951171875
210,6,0.5173174142837524,6,0,0,9,6,50.66871643066406,19.736043666478448,165.9951171875
211,6,0.42163681983947754,6,0,0,5,6,48.821449279785156,20.482800382864845,165.9951171875
212,8,0.42881637811660767,8,0,0,8,8,48.70247840881348,20.53283595972057,165.9951171875
213,10,0.4313242435455322,10,0,0,10,10,54.041147232055664,18.504418414841286,165.9951171875
214,7,0.45855018496513367,7,0,0,10,7,49.8659610748291,20.05375968788399,165.9951171875
215,8,0.5266110897064209,8,0,0,8,8,51.97644233703613,19.239485332905208,165.9951171875
216,12,0.431294709444046,12,0,0,10,12,56.16021156311035,17.806200727649404,165.9951171875
217,9,0.4845634698867798,9,0,0,11,9,53.098201751708984,18.83302950024696,165.9951171875
218,7,0.47992709279060364,7,0,0,8,7,51.549434661865234,19.398854838262093,165.9951171875
219,7,0.4650273025035858,7,0,0,7,7,40.606021881103516,24.626889157673475,165.9951171875
220,9,0.4381379783153534,9,0,0,8,9,53.42459678649902,18.717970001651203,165.9951171875
221,7,0.4771416187286377,7,0,0,7,7,47.933340072631836,20.862305828985264,165.9951171875
222,10,0.45290160179138184,10,0,0,9,10,52.964210510253906,18.880674145164484,165.9951171875
223,9,0.46631690859794617,9,0,0,10,9,52.95872688293457,18.882629150253237,165.9951171875
224,12,0.44713500142097473,12,0,0,9,12,57.000160217285156,17.543810336462045,165.9951171875
225,10,0.4655784070491791,10,0,0,10,10,44.81816291809082,22.31238263441518,165.9951171875
226,8,0.42812663316726685,8,0,0,12,8,39.08109664916992,25.5878182993936,165.9951171875
227,8,0.48097825050354004,8,0,0,10,8,50.35591125488281,19.858641718116736,165.9951171875
228,6,0.4831498861312866,6,0,0,8,6,34.15513038635254,29.278178378717968,165.9951171875
229,6,0.4467138350009918,6,0,0,6,6,46.742916107177734,21.393616044559153,165.9951171875
230,11,0.39990532398223877,11,0,0,9,11,55.12595176696777,18.140276366152715,165.9951171875
231,11,0.3823387026786804,11,0,0,14,11,53.17997932434082,18.804068988088034,165.9951171875
232,7,0.4873652458190918,7,0,0,10,7,49.42822456359863,20.231355846360888,165.9951171875
233,9,0.4496353566646576,9,0,0,8,9,52.945613861083984,18.887305804476068,165.9951171875
234,12,0.43806469440460205,12,0,0,11,12,55.15408515930176,18.131023243549343,165.9951171875
235,9,0.46655306220054626,9,0,0,11,9,52.1395206451416,19.179309430286846,165.9951171875
236,10,0.41304343938827515,10,0,0,12,10,52.396297454833984,19.0853180200759,165.9951171875
237,9,0.4453462064266205,9,0,0,11,9,40.43173789978027,24.73304517551877,165.9951171875
238,9,0.4170697331428528,9,0,0,11,9,50.28676986694336,19.885946197100296,165.9951171875
239,7,0.44108137488365173,7,0,0,8,7,48.17700386047363,20.756790997134644,165.9951171875
240,11,0.412929892539978,11,0,0,10,11,55.21416664123535,18.11129390936373,165.9951171875
241,9,0.4346494972705841,9,0,0,11,9,51.422834396362305,19.446613780409212,165.9951171875
242,9,0.4289768934249878,9,0,0,9,9,53.00474166870117,18.866236652002986,165.9951171875
243,11,0.38474300503730774,11,0,0,12,11,55.058956146240234,18.162349415850414,165.9951171875
244,11,0.40502116084098816,11,0,0,12,11,54.227352142333984,18.440878274403595,165.9951171875
245,9,0.4012531042098999,9,0,0,13,9,41.49365425109863,24.10007067462666,165.9951171875
246,9,0.38715049624443054,9,0,0,10,9,50.17733573913574,19.929316398918555,165.9951171875
247,8,0.4144921898841858,8,0,0,11,8,48.25949668884277,20.721310179581554,165.9951171875
248,6,0.4476301670074463,6,0,0,8,6,46.123504638671875,21.68091969233314,165.9951171875
249,7,0.4089895784854889,7,0,0,7,7,47.895193099975586,20.8789219810142,165.9951171875
250,6,0.34797415137290955,6,0,0,8,6,47.083377838134766,21.238917977334644,165.9951171875
251,3,0.4199894368648529,3,0,0,4,3,81.80975914001465,12.223480554300785,165.9951171875
252,7,0.41475731134414673,7,0,0,3,7,48.580169677734375,20.584530820573224,165.9951171875
253,5,0.44698500633239746,5,0,0,5,5,74.53680038452148,13.416191664267664,165.9951171875
254,6,0.5123627185821533,6,0,0,8,6,54.392099380493164,18.385023034404764,165.9951171875
255,4,0.5529904961585999,4,0,0,7,4,72.82209396362305,13.732096202830034,165.9951171875
256,6,0.5537373423576355,6,0,0,5,6,55.55844306945801,17.99906449411876,165.9951171875
257,8,0.4892284572124481,8,0,0,9,8,91.23706817626953,10.960457410446436,165.9951171875
258,8,0.384374737739563,8,0,0,9,8,89.1265869140625,11.219996575928779,165.9951171875
259,6,0.45322179794311523,6,0,0,9,6,86.21573448181152,11.598810890034981,165.9951171875
260,8,0.45540857315063477,8,0,0,10,8,91.69292449951172,10.905966904843625,165.9951171875
261,7,0.4839382767677307,7,0,0,9,7,62.23297119140625,16.068652690940297,165.9951171875
262,10,0.474550724029541,10,0,0,10,10,86.8375301361084,11.515758203078883,165.9951171875
263,9,0.437840074300766,9,0,0,11,9,89.0965461730957,11.22377962954043,165.9951171875
264,8,0.42276182770729065,8,0,0,10,8,90.58308601379395,11.039588559035408,165.9951171875
265,9,0.43356359004974365,9,0,0,10,9,81.3744068145752,12.28887606245367,165.9951171875
266,10,0.450614869594574,10,0,0,11,10,93.60098838806152,10.683647867628142,165.9951171875
267,9,0.45412933826446533,9,0,0,10,9,88.34385871887207,11.319405949678982,165.9951171875
268,9,0.465583473443985,9,0,0,11,9,89.17593955993652,11.213787092513723,165.9951171875
269,10,0.4657277464866638,10,0,0,13,10,90.84463119506836,11.00780515969871,165.9951171875
270,10,0.5066410303115845,10,0,0,12,10,50.04549026489258,19.98182043390851,165.9951171875
271,11,0.45883655548095703,11,0,0,11,11,41.87583923339844,23.88011842404919,165.9951171875
272,8,0.4750078618526459,8,0,0,12,8,48.86198043823242,20.465809838881245,165.9951171875
273,10,0.4461493492126465,10,0,0,9,10,81.14457130432129,12.323683321335704,165.9951171875
274,11,0.4201515316963196,11,0,0,7,11,96.74263000488281,10.336704717966917,165.9951171875
275,8,0.4403895437717438,8,0,0,10,8,77.56304740905762,12.892737371781276,165.9951171875
276,9,0.4981701076030731,9,0,0,10,9,55.47738075256348,18.02536432749292,165.9951171875
277,16,0.3776879608631134,16,0,0,15,16,160.36319732666016,6.235844736638657,165.9951171875
278,9,0.3976506292819977,9,0,0,14,9,52.930355072021484,18.892750646378925,165.9951171875
279,7,0.4285796284675598,7,0,0,9,7,44.707298278808594,22.367712621856267,165.9951171875
280,10,0.3847207725048065,10,0,0,10,10,90.12413024902344,11.095807496137647,165.9951171875
281,7,0.3728342354297638,7,0,0,11,7,86.32659912109375,11.58391515687141,165.9951171875
282,10,0.4391132891178131,10,0,0,9,10,74.7380256652832,13.380069798452185,165.9951171875
283,12,0.4017719328403473,12,0,0,11,12,95.40367126464844,10.481776924768589,165.9951171875
284,7,0.48957887291908264,7,0,0,12,7,52.004337310791016,19.229165329494503,165.9951171875
285,7,0.4516969621181488,7,0,0,8,7,46.89955711364746,21.322162970042346,165.9951171875
286,8,0.4966650605201721,8,0,0,8,8,38.233041763305664,26.155386908288175,165.9951171875
287,6,0.527044951915741,6,0,0,8,6,30.3804874420166,32.915864233863054,165.9951171875
288,10,0.41484254598617554,10,0,0,10,10,93.2607650756836,10.722622736243622,165.9951171875
