frame,detections,avg_conf,small_boxes,medium_boxes,large_boxes,deepsort_tracks,bytetrack_tracks,frame_time_ms,fps,gpu_memory_mb
275,13,0.45653825998306274,13,0,0,11,13,66.12348556518555,15.123219707076462,369.95263671875
276,13,0.4986833333969116,13,0,0,14,13,69.3502426147461,14.41956022497559,369.95263671875
277,11,0.526738703250885,11,0,0,11,11,61.934471130371094,16.14609734690421,369.95263671875
278,16,0.45848509669303894,16,0,0,13,16,134.0169906616211,7.461740448454745,369.95263671875
279,15,0.5084580779075623,15,0,0,15,15,85.16550064086914,11.741843733378126,369.95263671875
280,17,0.49312618374824524,17,0,0,15,17,124.67098236083984,8.021112700513283,369.95263671875
281,15,0.4780316948890686,15,0,0,19,15,99.16806221008301,10.083891705794812,369.95263671875
282,13,0.5469422936439514,13,0,0,16,13,70.46222686767578,14.192001082763754,369.95263671875
283,17,0.48821622133255005,17,0,0,17,17,114.23754692077637,8.753689368815833,369.95263671875
284,18,0.46917641162872314,18,0,0,19,18,127.5014877319336,7.843045738434497,369.95263671875
285,15,0.49965181946754456,15,0,0,19,15,141.83831214904785,7.050281301635701,369.95263671875
286,16,0.5277112722396851,16,0,0,17,16,155.27772903442383,6.440073577958549,369.95263671875
287,16,0.535913348197937,16,0,0,16,16,114.06159400939941,8.767192924882266,369.95263671875
288,17,0.51936936378479,17,0,0,17,17,145.27559280395508,6.88346872794709,369.95263671875
289,15,0.4956345558166504,15,0,0,18,15,78.80949974060059,12.68882562751285,369.95263671875
290,15,0.5273815989494324,15,0,0,15,15,73.88710975646973,13.534160468530679,369.95263671875
291,16,0.4850180745124817,16,0,0,17,16,115.88644981384277,8.629136552257629,369.95263671875
292,13,0.46936485171318054,13,0,0,17,13,92.38243103027344,10.82456901001342,369.95263671875
293,16,0.4512764811515808,16,0,0,16,16,112.90240287780762,8.857207415525808,369.95263671875
294,16,0.4338226914405823,16,0,0,18,16,100.93402862548828,9.907461473775712,369.95263671875
295,13,0.4534562826156616,13,0,0,17,13,75.06752014160156,13.321340549330488,369.95263671875
